id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
3624,KJMS,medium_airport,Jamestown Regional Airport,46.92969894,-98.67819977,1500,NA,US,US-ND,Jamestown,yes,KJMS,JMS,JMS,,https://en.wikipedia.org/wiki/Jamestown_Regional_Airport,
20220,KJQF,medium_airport,Concord-Padgett Regional Airport,35.387798,-80.709099,705,NA,US,US-NC,Concord,yes,KJQF,USA,JQF,http://www.concordnc.gov/Departments/Concord-Regional-Airport,https://en.wikipedia.org/wiki/Concord_Regional_Airport,"3N8, ""NASCAR's Airport"""
3625,KJST,medium_airport,John Murtha Johnstown Cambria County Airport,40.31610107,-78.83390045,2284,NA,US,US-PA,Johnstown,yes,KJST,JST,JST,,https://en.wikipedia.org/wiki/Johnstown-Cambria_County_Airport,
3626,KJXN,medium_airport,Jackson County Airport/Reynolds Field,42.260509,-84.463019,1001,NA,US,US-MI,Jackson,no,KJXN,JXN,JXN,http://www.co.jackson.mi.us/airport/,https://en.wikipedia.org/wiki/Jackson_County_Airport_(Michigan),
20277,KKLS,medium_airport,Southwest Washington Regional Airport,46.11800003,-122.8980026,20,NA,US,US-WA,Kelso,no,KKLS,KLS,KLS,http://www.kelso.gov/Departments%20%2526%20Services/Airport,https://en.wikipedia.org/wiki/Southwest_Washington_Regional_Airport,"Molt Taylor Field, Kelso-Longview Regional"
20300,KL45,medium_airport,Bakersfield International Airport,35.324799,-118.996002,378,NA,US,US-CA,Bakersfield,no,,,L45,https://www.bakersfieldcity.us/565/Bakersfield-Municipal-Airport,https://en.wikipedia.org/wiki/Bakersfield_Municipal_Airport,
20317,KLAA,medium_airport,Southeast Colorado Regional Airport,38.066126,-102.690169,3706,NA,US,US-CO,Lamar,no,KLAA,LAA,LAA,http://www.ci.lamar.co.us/index.asp?Type=B_BASIC&SEC={C91FC3CC-5A83-4F9C-9AF7-A96F374C2EE5}&DE=,https://en.wikipedia.org/wiki/Lamar_Municipal_Airport,Lamar Municipal
3627,KLAF,medium_airport,Purdue University Airport,40.4123,-86.936897,606,NA,US,US-IN,West Lafayette,no,KLAF,LAF,LAF,,https://en.wikipedia.org/wiki/Purdue_University_Airport,
3628,KLAL,medium_airport,Lakeland Linder International Airport,27.988899,-82.018602,142,NA,US,US-FL,Lakeland,no,KLAL,LAL,LAL,,https://en.wikipedia.org/wiki/Lakeland_Linder_Regional_Airport,
3629,KLAN,medium_airport,Capital City Airport,42.77870178,-84.58740234,861,NA,US,US-MI,Lansing,yes,KLAN,LAN,LAN,,https://en.wikipedia.org/wiki/Lansing_Capital_City_Airport,
3630,KLAR,medium_airport,Laramie Regional Airport,41.31209946,-105.6750031,7284,NA,US,US-WY,Laramie,yes,KLAR,LAR,LAR,,https://en.wikipedia.org/wiki/Laramie_Regional_Airport,
3631,KLAS,large_airport,Harry Reid International Airport,36.083361,-115.151817,2181,NA,US,US-NV,Las Vegas,yes,KLAS,LAS,LAS,https://www.harryreidairport.com/,https://en.wikipedia.org/wiki/Harry_Reid_International_Airport,McCarran International Airport
20319,KLAW,medium_airport,Lawton Fort Sill Regional Airport,34.56769943,-98.41660309,1110,NA,US,US-OK,Lawton,no,KLAW,LAW,LAW,,https://en.wikipedia.org/wiki/Lawton-Fort_Sill_Regional_Airport,
3632,KLAX,large_airport,Los Angeles International Airport,33.942501,-118.407997,125,NA,US,US-CA,Los Angeles,yes,KLAX,LAX,LAX,https://www.flylax.com/,https://en.wikipedia.org/wiki/Los_Angeles_International_Airport,
3633,KLBB,medium_airport,Lubbock Preston Smith International Airport,33.663601,-101.822998,3282,NA,US,US-TX,Lubbock,yes,KLBB,LBB,LBB,http://www.flylia.com/,https://en.wikipedia.org/wiki/Lubbock_Preston_Smith_International_Airport,
3634,KLBE,medium_airport,Arnold Palmer Regional Airport,40.275902,-79.4048,1199,NA,US,US-PA,Latrobe,yes,KLBE,LBE,LBE,,https://en.wikipedia.org/wiki/Arnold_Palmer_Regional_Airport,
3635,KLBF,medium_airport,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,2777,NA,US,US-NE,North Platte,yes,KLBF,LBF,LBF,,https://en.wikipedia.org/wiki/North_Platte_Regional_Airport,
3636,KLBL,medium_airport,Liberal Mid-America Regional Airport,37.0442009,-100.9599991,2885,NA,US,US-KS,Liberal,yes,KLBL,LBL,LBL,,https://en.wikipedia.org/wiki/Liberal_Municipal_Airport,
20322,KLBT,medium_airport,Lumberton Regional Airport,34.610773,-79.05943,126,NA,US,US-NC,Lumberton,no,KLBT,LBT,LBT,http://www.lumbertonmunicipalairport.com/default.htm,https://en.wikipedia.org/wiki/Lumberton_Municipal_Airport,
20323,KLBX,medium_airport,Texas Gulf Coast Regional Airport,29.108601,-95.462097,25,NA,US,US-TX,Angleton,no,KLBX,LJN,LBX,http://www.flylbx.org/,https://en.wikipedia.org/wiki/Texas_Gulf_Coast_Regional_Airport,Texas Gulf Coast Regional Airport
3637,KLCH,medium_airport,Lake Charles Regional Airport,30.12610054,-93.22329712,15,NA,US,US-LA,Lake Charles,yes,KLCH,LCH,LCH,,https://en.wikipedia.org/wiki/Lake_Charles_Regional_Airport,
3638,KLCK,medium_airport,Rickenbacker International Airport,39.813801,-82.927803,744,NA,US,US-OH,Columbus,yes,KLCK,LCK,LCK,http://rickenbackerinlandport.com/en/rickenbacker-international-airport/,https://en.wikipedia.org/wiki/Rickenbacker_International_Airport,Lockbourne Army Air Field
3639,KLEB,medium_airport,Lebanon Municipal Airport,43.62609863,-72.30419922,603,NA,US,US-NH,Lebanon,yes,KLEB,LEB,LEB,http://flyleb.com/,https://en.wikipedia.org/wiki/Lebanon_Municipal_Airport_(New_Hampshire),
20329,KLEE,medium_airport,Leesburg International Airport,28.82309914,-81.80870056,76,NA,US,US-FL,Leesburg,no,KLEE,LEE,LEE,http://www.leesburgflorida.gov/index.aspx?page=45,https://en.wikipedia.org/wiki/Leesburg_International_Airport,Leesburg AAF
3640,KLEX,medium_airport,Blue Grass Airport,38.036499,-84.605904,979,NA,US,US-KY,Lexington,yes,KLEX,LEX,LEX,http://www.bluegrassairport.com/,https://en.wikipedia.org/wiki/Blue_Grass_Airport,
3641,KLFI,medium_airport,Langley Air Force Base,37.082901,-76.360497,11,NA,US,US-VA,Hampton,no,KLFI,LFI,LFI,http://www.langleyafb.us/,https://en.wikipedia.org/wiki/Langley_Field,Langley Field
20332,KLFK,medium_airport,Angelina County Airport,31.23399925,-94.75,296,NA,US,US-TX,Lufkin,no,KLFK,LFK,LFK,http://www.angelinacounty.net/departments/airport,https://en.wikipedia.org/wiki/Angelina_County_Airport,
3642,KLFT,medium_airport,Lafayette Regional Airport,30.205299,-91.987602,42,NA,US,US-LA,Lafayette,yes,KLFT,LFT,LFT,http://www.lftairport.com/Home,https://en.wikipedia.org/wiki/Lafayette_Regional_Airport,
3643,KLGA,large_airport,La Guardia Airport,40.777199,-73.872597,21,NA,US,US-NY,New York,yes,KLGA,LGA,LGA,https://www.laguardiaairport.com/,https://en.wikipedia.org/wiki/LaGuardia_Airport,"Manhattan, New York City, NYC, Glenn H. Curtiss Airport, North Beach Airport, La Guardia"
3644,KLGB,medium_airport,Long Beach Airport (Daugherty Field),33.816523,-118.149891,60,NA,US,US-CA,Long Beach,yes,KLGB,LGB,LGB,http://www.lgb.org/,https://en.wikipedia.org/wiki/Long_Beach_Airport,Daugherty Field
20337,KLGU,medium_airport,Logan-Cache Airport,41.79119873,-111.8519974,4457,NA,US,US-UT,Logan,no,KLGU,LGU,LGU,http://logan-cacheairport.org/,https://en.wikipedia.org/wiki/Logan-Cache_Airport,
3645,KLIT,medium_airport,Bill & Hillary Clinton National Airport/Adams Field,34.729582,-92.223728,262,NA,US,US-AR,Little Rock,yes,KLIT,LIT,LIT,,https://en.wikipedia.org/wiki/Little_Rock_National_Airport,
20354,KLLQ,medium_airport,Monticello Municipal Ellis Field,33.638599,-91.750999,270,NA,US,US-AR,Monticello,no,KLLQ,,LLQ,,https://en.wikipedia.org/wiki/Monticello_Municipal_Airport_(Arkansas),M76
3646,KLMT,medium_airport,Crater Lake-Klamath Regional Airport,42.156101,-121.733002,4095,NA,US,US-OR,Klamath Falls,yes,KLMT,LMT,LMT,,https://en.wikipedia.org/wiki/Klamath_Falls_Airport,Klamath Falls Airport
20359,KLND,medium_airport,Hunt Field,42.815201,-108.730003,5586,NA,US,US-WY,Lander,no,KLND,LND,LND,,,
3647,KLNK,medium_airport,Lincoln Airport,40.85100174,-96.75920105,1219,NA,US,US-NE,Lincoln,yes,KLNK,LNK,LNK,http://www.lincolnairport.com/,https://en.wikipedia.org/wiki/Lincoln_Airport_%28Nebraska%29,"Lincoln Army Air Field, Lincoln Air Force Base, 155th Air Refueling Wing"
3648,KLNS,medium_airport,Lancaster Airport,40.12170029,-76.2960968,403,NA,US,US-PA,Lancaster,yes,KLNS,LNS,LNS,,https://en.wikipedia.org/wiki/Lancaster_Airport_(Pennsylvania),
20364,KLOL,medium_airport,Derby Field,40.06639862,-118.5650024,3904,NA,US,US-NV,Lovelock,no,KLOL,LOL,LOL,http://pershingcounty.net/index.php/Derby-Field-Airport/derby-field-airport.html,https://en.wikipedia.org/wiki/Derby_Field,
3649,KLOU,medium_airport,Bowman Field,38.22800064,-85.66369629,546,NA,US,US-KY,Louisville,no,KLOU,LOU,LOU,http://www.flylouisville.com/bowman-field/fast-facts/,https://en.wikipedia.org/wiki/Bowman_Field_(airport),
3650,KLOZ,medium_airport,London-Corbin Airport/Magee Field,37.0821991,-84.0848999,1212,NA,US,US-KY,London,no,KLOZ,LOZ,LOZ,http://www.london-corbinairport.com/,https://en.wikipedia.org/wiki/London-Corbin_Airport,
3651,KLRD,medium_airport,Laredo International Airport,27.54380035,-99.46160126,508,NA,US,US-TX,Laredo,yes,KLRD,LRD,LRD,,https://en.wikipedia.org/wiki/Laredo_International_Airport,
3652,KLRF,medium_airport,Little Rock Air Force Base,34.91690063,-92.14969635,311,NA,US,US-AR,Jacksonville,no,KLRF,LRF,LRF,http://www.littlerock.af.mil/,https://en.wikipedia.org/wiki/Little_Rock_Air_Force_Base,
3653,KLRU,medium_airport,Las Cruces International Airport,32.28939819,-106.9219971,4456,NA,US,US-NM,Las Cruces,no,KLRU,LRU,LRU,,https://en.wikipedia.org/wiki/Las_Cruces_International_Airport,
3654,KLSE,medium_airport,La Crosse Regional Airport,43.879002,-91.256699,655,NA,US,US-WI,La Crosse,yes,KLSE,LSE,LSE,http://www.lseairport.com/,https://en.wikipedia.org/wiki/La_Crosse_Municipal_Airport,"airport, regional"
3655,KLSF,medium_airport,Lawson Army Air Field,32.332546,-84.988003,232,NA,US,US-GA,Fort Benning,no,KLSF,LSF,LSF,,https://en.wikipedia.org/wiki/Lawson_Army_Airfield,Columbus
3656,KLSV,medium_airport,Nellis Air Force Base,36.23619843,-115.0339966,1870,NA,US,US-NV,Las Vegas,no,KLSV,LSV,LSV,http://www.nellis.af.mil/,https://en.wikipedia.org/wiki/Nellis_Air_Force_Base,"McCarran Field, Las Vegas AAF, Las Vegas AFB"
3657,KLTS,medium_airport,Altus Air Force Base,34.667099,-99.266701,1382,NA,US,US-OK,Altus,no,KLTS,LTS,LTS,http://www.altus.af.mil/,https://en.wikipedia.org/wiki/Altus_Air_Force_Base,
3658,KLUF,medium_airport,Luke Air Force Base,33.535,-112.383003,1085,NA,US,US-AZ,Glendale,no,KLUF,LUF,LUF,http://www.luke.af.mil/,https://en.wikipedia.org/wiki/Luke_Air_Force_Base,
3659,KLUK,medium_airport,Cincinnati Municipal Airport Lunken Field,39.10329819,-84.41860199,483,NA,US,US-OH,Cincinnati,no,KLUK,LUK,LUK,,https://en.wikipedia.org/wiki/Cincinnati_Municipal_Airport,
20386,KLVM,medium_airport,Mission Field,45.69940186,-110.447998,4660,NA,US,US-MT,Livingston,no,KLVM,LVM,LVM,http://www.parkcounty.org/site/Air_M_1.html#mf,https://en.wikipedia.org/wiki/Mission_Field,
20388,KLVS,medium_airport,Las Vegas Municipal Airport,35.654202,-105.141998,6877,NA,US,US-NM,Las Vegas,no,KLVS,LVS,LVS,http://www.lasvegasnm.gov/business/municipal_airport/index.php,https://en.wikipedia.org/wiki/Las_Vegas_Municipal_Airport,
20390,KLWB,medium_airport,Greenbrier Valley Airport,37.85829926,-80.39949799,2302,NA,US,US-WV,Lewisburg,no,KLWB,LWB,LWB,,https://en.wikipedia.org/wiki/Greenbrier_Valley_Airport,
3660,KLWM,medium_airport,Lawrence Municipal Airport,42.71720123,-71.12339783,148,NA,US,US-MA,Lawrence,no,KLWM,LWM,LWM,http://www.lawrencemunicipalairport.com/,https://en.wikipedia.org/wiki/Lawrence_Municipal_Airport_(Massachusetts),
20393,KLWS,medium_airport,Lewiston Nez Perce County Airport,46.37450027,-117.0149994,1442,NA,US,US-ID,Lewiston,yes,KLWS,LWS,LWS,,https://en.wikipedia.org/wiki/Lewiston-Nez_Perce_County_Airport,
3661,KLWT,medium_airport,Lewistown Municipal Airport,47.04930115,-109.4670029,4170,NA,US,US-MT,Lewistown,yes,KLWT,LWT,LWT,,https://en.wikipedia.org/wiki/Lewistown_Municipal_Airport,
3662,KLYH,medium_airport,Lynchburg Regional Airport - Preston Glenn Field,37.326698,-79.200401,938,NA,US,US-VA,Lynchburg,yes,KLYH,LYH,LYH,,https://en.wikipedia.org/wiki/Lynchburg_Regional_Airport,
3663,KMAF,medium_airport,Midland International Air and Space Port,31.942499,-102.202003,2871,NA,US,US-TX,Midland,yes,KMAF,MAF,MAF,,https://en.wikipedia.org/wiki/Midland_International_Airport,
20474,KMBG,medium_airport,Mobridge Municipal Airport,45.54650116,-100.4079971,1716,NA,US,US-SD,Mobridge,no,KMBG,MBG,MBG,,https://en.wikipedia.org/wiki/Mobridge_Municipal_Airport,
3664,KMBS,medium_airport,MBS International Airport,43.532902,-84.079597,668,NA,US,US-MI,Saginaw,yes,KMBS,MBS,MBS,http://www.mbsairport.org/,https://en.wikipedia.org/wiki/MBS_International_Airport,"Tri City Airport, Midland, Bay City"
3665,KMCB,medium_airport,McComb-Pike County Airport / John E Lewis Field,31.178499,-90.471901,413,NA,US,US-MS,McComb,no,KMCB,MCB,MCB,,https://en.wikipedia.org/wiki/McComb%E2%80%93Pike_County_Airport,
3666,KMCC,medium_airport,McClellan Airfield,38.667599,-121.401001,77,NA,US,US-CA,Sacramento,no,KMCC,MCC,MCC,,https://en.wikipedia.org/wiki/McClellan_Airfield,McClellan AFB
20480,KMCE,medium_airport,Merced Regional Macready Field,37.28469849,-120.5139999,155,NA,US,US-CA,Merced,no,KMCE,MCE,MCE,,https://en.wikipedia.org/wiki/Merced_Regional_Airport,
3667,KMCF,medium_airport,MacDill Air Force Base,27.8493,-82.521202,14,NA,US,US-FL,Tampa,no,KMCF,MCF,MCF,http://www.macdill.af.mil/,https://en.wikipedia.org/wiki/MacDill_Air_Force_Base,"Southeast Air Base - Tampa, MacDill Field"
3668,KMCI,large_airport,Kansas City International Airport,39.2976,-94.713898,1026,NA,US,US-MO,Kansas City,yes,KMCI,MCI,MCI,http://www.flykci.com/,https://en.wikipedia.org/wiki/Kansas_City_International_Airport,
20481,KMCK,medium_airport,Mc Cook Ben Nelson Regional Airport,40.20629883,-100.5920029,2583,NA,US,US-NE,Mc Cook,no,KMCK,MCK,MCK,,https://en.wikipedia.org/wiki/McCook_Regional_Airport,
3669,KMCN,medium_airport,Middle Georgia Regional Airport,32.69279861,-83.64920044,354,NA,US,US-GA,Macon,yes,KMCN,MCN,MCN,,https://en.wikipedia.org/wiki/Middle_Georgia_Regional_Airport,
3670,KMCO,large_airport,Orlando International Airport,28.42939949,-81.30899811,96,NA,US,US-FL,Orlando,yes,KMCO,MCO,MCO,http://www.orlandoairports.net/,https://en.wikipedia.org/wiki/Orlando_International_Airport,"Disney World,Epcot Center"
20482,KMCW,medium_airport,Mason City Municipal Airport,43.157799,-93.331299,1213,NA,US,US-IA,Clear Lake,no,KMCW,MCW,MCW,,,
3671,KMDH,medium_airport,Southern Illinois Airport,37.77809906,-89.2519989,411,NA,US,US-IL,Carbondale/Murphysboro,no,KMDH,MDH,MDH,,https://en.wikipedia.org/wiki/Southern_Illinois_Airport,
3672,KMDT,medium_airport,Harrisburg International Airport,40.193501,-76.763397,310,NA,US,US-PA,Harrisburg,yes,KMDT,MDT,MDT,http://www.flyhia.com/,https://en.wikipedia.org/wiki/Harrisburg_International_Airport,"Harrisburg, Lancaster, York, HIA, Middletown"
3673,KMDW,large_airport,Chicago Midway International Airport,41.785999,-87.752403,620,NA,US,US-IL,Chicago,yes,KMDW,MDW,MDW,https://www.flychicago.com/midway/home/pages/default.aspx,https://en.wikipedia.org/wiki/Midway_International_Airport,CHI
3674,KMEI,medium_airport,Key Field / Meridian Regional Airport,32.3326,-88.7519,297,NA,US,US-MS,Meridian,yes,KMEI,MEI,MEI,,https://en.wikipedia.org/wiki/Meridian_Regional_Airport,
3675,KMEM,large_airport,Memphis International Airport,35.04240036,-89.97669983,341,NA,US,US-TN,Memphis,yes,KMEM,MEM,MEM,,https://en.wikipedia.org/wiki/Memphis_International_Airport,
3676,KMER,medium_airport,Castle Airport,37.38050079,-120.5680008,191,NA,US,US-CA,Merced,no,KMER,MER,MER,,https://en.wikipedia.org/wiki/Castle_Airport,
3677,KMFD,medium_airport,Mansfield Lahm Regional Airport,40.82139969,-82.51660156,1297,NA,US,US-OH,Mansfield,no,KMFD,MFD,MFD,http://www.ci.mansfield.oh.us/index.php/lahm-airport,https://en.wikipedia.org/wiki/Mansfield_Lahm_Regional_Airport,
3678,KMFE,medium_airport,McAllen Miller International Airport,26.176141,-98.237965,107,NA,US,US-TX,McAllen,yes,KMFE,MFE,MFE,,https://en.wikipedia.org/wiki/McAllen-Miller_International_Airport,
3679,KMFR,medium_airport,Rogue Valley International Medford Airport,42.37419891,-122.8730011,1335,NA,US,US-OR,Medford,yes,KMFR,MFR,MFR,,https://en.wikipedia.org/wiki/Rogue_Valley_International-Medford_Airport,
3680,KMGE,medium_airport,Dobbins Air Reserve Base,33.915401,-84.516296,1068,NA,US,US-GA,Marietta,no,KMGE,MGE,MGE,http://www.dobbins.afrc.af.mil/,https://en.wikipedia.org/wiki/Dobbins_Air_Reserve_Base,"Rickenbacker Field, Marietta AAF, Marietta AFB, Dobbins AFB"
3681,KMGM,medium_airport,Montgomery Regional (Dannelly Field) Airport,32.300598,-86.393997,221,NA,US,US-AL,Montgomery,yes,KMGM,MGM,MGM,http://www.flymgm.com/,https://en.wikipedia.org/wiki/Montgomery_Regional_Airport,
3682,KMGW,medium_airport,Morgantown Municipal Airport Walter L. (Bill) Hart Field,39.643305,-79.917598,1248,NA,US,US-WV,Morgantown,yes,KMGW,MGW,MGW,,https://en.wikipedia.org/wiki/Morgantown_Municipal_Airport,
3683,KMHK,medium_airport,Manhattan Regional Airport,39.14099884,-96.67079926,1057,NA,US,US-KS,Manhattan,yes,KMHK,MHK,MHK,,https://en.wikipedia.org/wiki/Manhattan_Regional_Airport,
20506,KMHR,medium_airport,Sacramento Mather Airport,38.553902,-121.297997,98,NA,US,US-CA,Sacramento,yes,KMHR,MHR,MHR,http://www.sacramento.aero/mhr/,https://en.wikipedia.org/wiki/Sacramento_Mather_Airport,
3684,KMHT,medium_airport,Manchester-Boston Regional Airport,42.932598,-71.435699,266,NA,US,US-NH,Manchester,yes,KMHT,MHT,MHT,,https://en.wikipedia.org/wiki/Manchester-Boston_Regional_Airport,
3685,KMIA,large_airport,Miami International Airport,25.79319954,-80.29060364,8,NA,US,US-FL,Miami,yes,KMIA,MIA,MIA,http://www.miami-airport.com/,https://en.wikipedia.org/wiki/Miami_International_Airport,"MFW, South Florida"
3686,KMIB,medium_airport,Minot Air Force Base,48.4156,-101.358002,1667,NA,US,US-ND,Minot,no,KMIB,MIB,MIB,http://www.minot.af.mil/,https://en.wikipedia.org/wiki/Minot_Air_Force_Base,"5th Bomb Wing, 91st Space Wing"
3687,KMIE,medium_airport,Delaware County Johnson Field,40.242298,-85.395897,937,NA,US,US-IN,Muncie,no,KMIE,MIE,MIE,,https://en.wikipedia.org/wiki/Delaware_County_Airport,
3688,KMIV,medium_airport,Millville Municipal Airport,39.367802,-75.072197,85,NA,US,US-NJ,Millville,no,KMIV,MIV,MIV,,https://en.wikipedia.org/wiki/Millville_Executive_Airport,
3689,KMKC,medium_airport,Charles B. Wheeler Downtown Airport,39.12319946,-94.59279633,759,NA,US,US-MO,Kansas City,no,KMKC,MKC,MKC,,https://en.wikipedia.org/wiki/Charles_B._Wheeler_Downtown_Airport,
3690,KMKE,large_airport,General Mitchell International Airport,42.94720078,-87.89659882,723,NA,US,US-WI,Milwaukee,yes,KMKE,MKE,MKE,,https://en.wikipedia.org/wiki/General_Mitchell_International_Airport,
3691,KMKG,medium_airport,Muskegon County Airport,43.169498,-86.238197,629,NA,US,US-MI,Muskegon,yes,KMKG,MKG,MKG,,https://en.wikipedia.org/wiki/Muskegon_County_Airport,
3692,KMKL,medium_airport,McKellar-Sipes Regional Airport,35.599899,-88.915604,434,NA,US,US-TN,Jackson,yes,KMKL,MKL,MKL,http://mckellarsipes.com/,https://en.wikipedia.org/wiki/McKellar-Sipes_Regional_Airport,
3693,KMLB,medium_airport,Melbourne Orlando International Airport,28.1028,-80.645302,33,NA,US,US-FL,Melbourne,yes,KMLB,MLB,MLB,https://www.mlbair.com/,https://en.wikipedia.org/wiki/Melbourne_International_Airport,
3694,KMLC,medium_airport,Mc Alester Regional Airport,34.882401,-95.783501,770,NA,US,US-OK,Mc Alester,no,KMLC,MLC,MLC,,https://en.wikipedia.org/wiki/McAlester_Regional_Airport,
3695,KMLI,medium_airport,Quad City International Airport,41.448502,-90.5075,590,NA,US,US-IL,Moline,yes,KMLI,MLI,MLI,,https://en.wikipedia.org/wiki/Quad_City_International_Airport,
3696,KMLS,medium_airport,Miles City Airport - Frank Wiley Field,46.428001,-105.886002,2630,NA,US,US-MT,Miles City,yes,KMLS,MLS,MLS,,https://en.wikipedia.org/wiki/Miles_City_Municipal_Airport,
3697,KMLU,medium_airport,Monroe Regional Airport,32.510899,-92.037697,79,NA,US,US-LA,Monroe,yes,KMLU,MLU,MLU,,https://en.wikipedia.org/wiki/Monroe_Regional_Airport,
20532,KMMT,medium_airport,Mc Entire Joint National Guard Base,33.92079926,-80.80130005,254,NA,US,US-SC,Eastover,no,KMMT,MMT,MMT,,https://en.wikipedia.org/wiki/McEntire_Joint_National_Guard_Base,
3698,KMMU,medium_airport,Morristown Municipal Airport,40.79940033,-74.41490173,187,NA,US,US-NJ,Morristown,no,KMMU,MMU,MMU,,https://en.wikipedia.org/wiki/Morristown_Municipal_Airport,"Manhattan, New York City, NYC"
3699,KMMV,medium_airport,Mc Minnville Municipal Airport,45.19440079,-123.1360016,163,NA,US,US-OR,Mc Minnville,no,KMMV,,MMV,,https://en.wikipedia.org/wiki/McMinnville_Municipal_Airport,
3700,KMOB,medium_airport,Mobile Regional Airport,30.6912,-88.242798,219,NA,US,US-AL,Mobile,yes,KMOB,MOB,MOB,http://www.mobairport.com/,https://en.wikipedia.org/wiki/Mobile_Regional_Airport,
3701,KMOD,medium_airport,Modesto City Co-Harry Sham Field,37.625801,-120.954002,97,NA,US,US-CA,Modesto,no,KMOD,MOD,MOD,,https://en.wikipedia.org/wiki/Modesto_City-County_Airport,
3702,KMOT,medium_airport,Minot International Airport,48.25939941,-101.2799988,1716,NA,US,US-ND,Minot,yes,KMOT,MOT,MOT,,https://en.wikipedia.org/wiki/Minot_International_Airport,
20551,KMPV,medium_airport,Edward F Knapp State Airport,44.20349884,-72.56230164,1166,NA,US,US-VT,Barre/Montpelier,no,KMPV,MPV,MPV,,https://en.wikipedia.org/wiki/Edward_F._Knapp_State_Airport,
3703,KMQY,medium_airport,Smyrna Airport,36.00899887,-86.52010345,543,NA,US,US-TN,Smyrna,no,KMQY,MQY,MQY,http://www.smyrnaairport.com/,https://en.wikipedia.org/wiki/Smyrna_Airport_(Tennessee),Sewart AFB
3704,KMRB,medium_airport,Eastern WV Regional Airport/Shepherd Field,39.40190125,-77.98459625,565,NA,US,US-WV,Martinsburg,no,KMRB,MRB,MRB,http://www.wvairport.org/,https://en.wikipedia.org/wiki/Eastern_WV_Regional_Airport,
3705,KMRY,medium_airport,Monterey Peninsula Airport,36.5870018,-121.8430023,257,NA,US,US-CA,Monterey,yes,KMRY,MRY,MRY,,https://en.wikipedia.org/wiki/Monterey_Peninsula_Airport,
3706,KMSL,medium_airport,Northwest Alabama Regional Airport,34.74530029,-87.61019897,551,NA,US,US-AL,Muscle Shoals,yes,KMSL,MSL,MSL,,https://en.wikipedia.org/wiki/Northwest_Alabama_Regional_Airport,
3707,KMSN,medium_airport,Dane County Regional Truax Field,43.1399,-89.337502,887,NA,US,US-WI,Madison,yes,KMSN,MSN,MSN,,https://en.wikipedia.org/wiki/Dane_County_Regional_Airport,
3708,KMSO,medium_airport,Missoula International Airport,46.91630173,-114.0910034,3206,NA,US,US-MT,Missoula,yes,KMSO,MSO,MSO,,https://en.wikipedia.org/wiki/Missoula_International_Airport,
3709,KMSP,large_airport,Minneapolisâ€“Saint Paul International Airport / Woldâ€“Chamberlain Field,44.882,-93.221802,841,NA,US,US-MN,Minneapolis,yes,KMSP,MSP,MSP,http://www.mspairport.com/,https://en.wikipedia.org/wiki/Minneapolisâ€“Saint_Paul_International_Airport,
3710,KMSS,medium_airport,Massena International Airport Richards Field,44.936157,-74.844304,215,NA,US,US-NY,Massena,yes,KMSS,MSS,MSS,http://www.massenaworks.com/town/airport.asp,https://en.wikipedia.org/wiki/Massena_International_Airport,
3711,KMSY,large_airport,Louis Armstrong New Orleans International Airport,29.99340057,-90.25800323,4,NA,US,US-LA,New Orleans,yes,KMSY,MSY,MSY,,https://en.wikipedia.org/wiki/Louis_Armstrong_New_Orleans_International_Airport,
3712,KMTC,medium_airport,Selfridge Air National Guard Base Airport,42.613463,-82.836919,580,NA,US,US-MI,Mount Clemens,no,KMTC,MTC,MTC,,https://en.wikipedia.org/wiki/Selfridge_Air_National_Guard_Base,
20564,KMTH,medium_airport,The Florida Keys Marathon Airport,24.726101,-81.051399,5,NA,US,US-FL,Marathon,no,KMTH,MTH,MTH,http://marathonga.com/,https://en.wikipedia.org/wiki/Florida_Keys_Marathon_Airport,
20565,KMTJ,medium_airport,Montrose Regional Airport,38.50979996,-107.8939972,5759,NA,US,US-CO,Montrose,no,KMTJ,MTJ,MTJ,,,
3713,KMTN,medium_airport,Martin State Airport,39.325699,-76.413803,21,NA,US,US-MD,Baltimore,no,KMTN,MTN,MTN,,https://en.wikipedia.org/wiki/Martin_State_Airport,
3714,KMUI,medium_airport,Muir Army Air Field (Fort Indiantown Gap) Airport,40.435214,-76.568661,488,NA,US,US-PA,Fort Indiantown Gap(Annville),no,KMUI,MUI,MUI,,https://en.wikipedia.org/wiki/Muir_Army_Airfield,
3715,KMUO,medium_airport,Mountain Home Air Force Base,43.043598,-115.872002,2996,NA,US,US-ID,Mountain Home,no,KMUO,MUO,MUO,http://www.mountainhome.af.mil/,https://en.wikipedia.org/wiki/Mountain_Home_Air_Force_Base,
20581,KMWH,medium_airport,Grant County International Airport,47.20769882,-119.3199997,1189,NA,US,US-WA,Moses Lake,no,KMWH,MWH,MWH,http://www.portofmoseslake.com/the-center-of-washington-aviation/,https://en.wikipedia.org/wiki/Grant_County_International_Airport,"LRN, Larson AFB, Moses Lake AFB, Moses Lake AAB"
3716,KMXF,medium_airport,Maxwell Air Force Base,32.3829,-86.365799,171,NA,US,US-AL,Montgomery,no,KMXF,MXF,MXF,,https://en.wikipedia.org/wiki/Maxwell_Air_Force_Base,
